iban,type,Balance,openingsDate,company,accountmanager
NL22BEEH0010001914,BUSINESS_SV,0,11-09-2009,81706724,djzoqflwn
NL92BEEH0010001915,BUSINESS_CH,0,11-09-2009,93857064,djzoqflwn
NL65BEEH0010001916,BUSINESS_CH,0,11-09-2009,33465816,djzoqflwn
NL38BEEH0010001917,BUSINESS_CH,0,11-09-2009,33465816,djzoqflwn
NL11BEEH0010001918,BUSINESS_SV,0,11-09-2009,33465816,djzoqflwn
NL81BEEH0010001919,BUSINESS_CH,0,11-09-2009,66997393,djzoqflwn
NL54BEEH0010001920,BUSINESS_CH,0,11-09-2009,66997393,djzoqflwn
NL27BEEH0010001921,BUSINESS_SV,0,11-09-2009,66997393,djzoqflwn
NL97BEEH0010001922,BUSINESS_CH,0,11-09-2009,81719118,djzoqflwn
NL70BEEH0010001923,BUSINESS_CH,0,11-09-2009,17765813,djzoqflwn
NL43BEEH0010001924,BUSINESS_SV,0,11-09-2009,17765813,djzoqflwn
NL16BEEH0010001925,BUSINESS_CH,0,11-09-2009,93221139,djzoqflwn
NL86BEEH0010001926,BUSINESS_SV,0,11-09-2009,93221139,djzoqflwn
NL59BEEH0010001927,BUSINESS_CH,0,11-09-2009,92463482,djzoqflwn
NL32BEEH0010001928,BUSINESS_CH,0,11-09-2009,51576906,djzoqflwn
NL05BEEH0010001929,BUSINESS_CH,0,11-09-2009,51576906,djzoqflwn
NL75BEEH0010001930,BUSINESS_CH,0,11-09-2009,51576906,djzoqflwn
NL48BEEH0010001931,BUSINESS_SV,0,11-09-2009,51576906,djzoqflwn
NL21BEEH0010001932,BUSINESS_CH,0,11-09-2009,68272508,djzoqflwn
NL91BEEH0010001933,BUSINESS_CH,0,11-09-2009,45002324,djzoqflwn
NL64BEEH0010001934,BUSINESS_CH,0,11-09-2009,45002324,djzoqflwn
NL37BEEH0010001935,BUSINESS_CH,0,11-09-2009,45002324,djzoqflwn
NL10BEEH0010001936,BUSINESS_CH,0,11-09-2009,59387608,djzoqflwn
NL80BEEH0010001937,BUSINESS_CH,0,11-09-2009,59387608,djzoqflwn
NL53BEEH0010001938,BUSINESS_CH,0,11-09-2009,59387608,djzoqflwn
NL26BEEH0010001939,BUSINESS_CH,0,11-09-2009,55327011,djzoqflwn
NL96BEEH0010001940,BUSINESS_SV,0,11-09-2009,55327011,djzoqflwn
NL69BEEH0010001941,BUSINESS_CH,0,11-09-2009,31852172,djzoqflwn
NL42BEEH0010001942,BUSINESS_CH,0,11-09-2009,31852172,djzoqflwn
NL15BEEH0010001943,BUSINESS_CH,0,11-09-2009,53651349,fyhsijxgh
NL85BEEH0010001944,BUSINESS_SV,0,11-09-2009,53651349,fyhsijxgh
NL58BEEH0010001945,BUSINESS_CH,0,11-09-2009,32996993,fyhsijxgh
NL31BEEH0010001946,BUSINESS_CH,0,11-09-2009,32996993,fyhsijxgh
NL04BEEH0010001947,BUSINESS_CH,0,11-09-2009,98418148,fyhsijxgh
NL74BEEH0010001948,BUSINESS_CH,0,11-09-2009,98418148,fyhsijxgh
NL47BEEH0010001949,BUSINESS_CH,0,11-09-2009,29596749,fyhsijxgh
NL20BEEH0010001950,BUSINESS_SV,0,11-09-2009,29596749,fyhsijxgh
NL90BEEH0010001951,BUSINESS_CH,0,11-09-2009,49041937,fyhsijxgh
NL63BEEH0010001952,BUSINESS_CH,0,11-09-2009,49041937,fyhsijxgh
NL36BEEH0010001953,BUSINESS_SV,0,11-09-2009,49041937,fyhsijxgh
NL09BEEH0010001954,BUSINESS_CH,0,11-09-2009,33722991,fyhsijxgh
NL79BEEH0010001955,BUSINESS_CH,0,11-09-2009,33722991,fyhsijxgh
NL52BEEH0010001956,BUSINESS_CH,0,11-09-2009,33722991,fyhsijxgh
NL25BEEH0010001957,BUSINESS_SV,0,11-09-2009,33722991,fyhsijxgh
NL95BEEH0010001958,BUSINESS_CH,0,11-09-2009,29364725,fyhsijxgh
NL68BEEH0010001959,BUSINESS_SV,0,11-09-2009,29364725,fyhsijxgh
NL41BEEH0010001960,BUSINESS_CH,0,11-09-2009,68876825,fyhsijxgh
NL14BEEH0010001961,BUSINESS_CH,0,11-09-2009,68876825,fyhsijxgh
NL84BEEH0010001962,BUSINESS_CH,0,11-09-2009,68876825,fyhsijxgh
NL57BEEH0010001963,BUSINESS_CH,0,11-09-2009,44045671,fyhsijxgh
NL30BEEH0010001964,BUSINESS_CH,0,11-09-2009,65202019,fyhsijxgh
NL03BEEH0010001965,BUSINESS_CH,0,11-09-2009,57900714,fyhsijxgh
NL73BEEH0010001966,BUSINESS_CH,0,11-09-2009,19638571,fyhsijxgh
NL46BEEH0010001967,BUSINESS_CH,0,11-09-2009,19638571,fyhsijxgh
NL19BEEH0010001968,BUSINESS_CH,0,11-09-2009,49983983,fyhsijxgh
NL89BEEH0010001969,BUSINESS_CH,0,11-09-2009,49983983,fyhsijxgh
NL62BEEH0010001970,BUSINESS_SV,0,11-09-2009,49983983,fyhsijxgh
NL35BEEH0010001971,BUSINESS_CH,0,11-09-2009,45698353,fyhsijxgh
NL08BEEH0010001972,BUSINESS_CH,0,11-09-2009,45698353,fyhsijxgh
NL78BEEH0010001973,BUSINESS_CH,0,11-09-2009,45698353,fyhsijxgh
NL51BEEH0010001974,BUSINESS_SV,0,11-09-2009,45698353,fyhsijxgh
NL24BEEH0010001975,BUSINESS_CH,0,11-09-2009,37544388,fyhsijxgh
NL94BEEH0010001976,BUSINESS_CH,0,11-09-2009,37544388,fyhsijxgh
NL67BEEH0010001977,BUSINESS_SV,0,11-09-2009,37544388,fyhsijxgh
NL40BEEH0010001978,BUSINESS_CH,0,11-09-2009,51248971,fyhsijxgh
NL13BEEH0010001979,BUSINESS_SV,0,11-09-2009,51248971,fyhsijxgh
NL83BEEH0010001980,BUSINESS_CH,0,11-09-2009,30496859,fyhsijxgh
NL56BEEH0010001981,BUSINESS_CH,0,11-09-2009,30496859,fyhsijxgh
NL29BEEH0010001982,BUSINESS_CH,0,11-09-2009,87971462,fyhsijxgh
NL02BEEH0010001983,BUSINESS_SV,0,11-09-2009,87971462,fyhsijxgh
NL72BEEH0010001984,BUSINESS_CH,0,11-09-2009,12448051,fyhsijxgh
NL45BEEH0010001985,BUSINESS_SV,0,11-09-2009,12448051,fyhsijxgh
NL18BEEH0010001986,BUSINESS_CH,0,11-09-2009,98099547,fyhsijxgh
NL88BEEH0010001987,BUSINESS_CH,0,11-09-2009,98099547,fyhsijxgh
NL61BEEH0010001988,BUSINESS_SV,0,11-09-2009,98099547,fyhsijxgh
NL34BEEH0010001989,BUSINESS_CH,0,11-09-2009,38961368,fyhsijxgh
NL07BEEH0010001990,BUSINESS_CH,0,11-09-2009,38961368,fyhsijxgh
NL77BEEH0010001991,BUSINESS_SV,0,11-09-2009,38961368,fyhsijxgh
NL50BEEH0010001992,BUSINESS_CH,0,11-09-2009,15172582,fyhsijxgh
NL23BEEH0010001993,BUSINESS_CH,0,11-09-2009,62285571,fyhsijxgh
NL93BEEH0010001994,BUSINESS_CH,0,11-09-2009,62285571,fyhsijxgh
NL66BEEH0010001995,BUSINESS_CH,0,11-09-2009,62285571,fyhsijxgh
NL39BEEH0010001996,BUSINESS_CH,0,11-09-2009,25054475,fyhsijxgh
NL12BEEH0010001997,BUSINESS_CH,0,11-09-2009,90681222,fyhsijxgh
NL82BEEH0010001998,BUSINESS_SV,0,11-09-2009,90681222,fyhsijxgh
NL55BEEH0010001999,BUSINESS_CH,0,11-09-2009,34383576,fyhsijxgh
NL28BEEH0010002000,BUSINESS_SV,0,11-09-2009,34383576,fyhsijxgh
NL98BEEH0010002001,BUSINESS_CH,0,11-09-2009,90995905,tnuabuyog
NL71BEEH0010002002,BUSINESS_CH,0,11-09-2009,62819433,tnuabuyog
NL44BEEH0010002003,BUSINESS_CH,0,11-09-2009,62819433,tnuabuyog
NL17BEEH0010002004,BUSINESS_SV,0,11-09-2009,62819433,tnuabuyog
NL87BEEH0010002005,BUSINESS_CH,0,11-09-2009,97377300,tnuabuyog
NL60BEEH0010002006,BUSINESS_CH,0,11-09-2009,97377300,tnuabuyog
NL33BEEH0010002007,BUSINESS_SV,0,11-09-2009,97377300,tnuabuyog
NL06BEEH0010002008,BUSINESS_CH,0,11-09-2009,32785434,tnuabuyog
NL76BEEH0010002009,BUSINESS_CH,0,11-09-2009,32785434,tnuabuyog
NL49BEEH0010002010,BUSINESS_CH,0,11-09-2009,32785434,tnuabuyog
NL22BEEH0010002011,BUSINESS_SV,0,11-09-2009,32785434,tnuabuyog
NL92BEEH0010002012,BUSINESS_CH,0,11-09-2009,93760854,tnuabuyog
NL65BEEH0010002013,BUSINESS_CH,0,11-09-2009,93760854,tnuabuyog
NL38BEEH0010002014,BUSINESS_CH,0,11-09-2009,93760854,tnuabuyog
NL11BEEH0010002015,BUSINESS_SV,0,11-09-2009,93760854,tnuabuyog
NL81BEEH0010002016,BUSINESS_CH,0,11-09-2009,80327969,tnuabuyog
NL54BEEH0010002017,BUSINESS_CH,0,11-09-2009,23548174,tnuabuyog
NL27BEEH0010002018,BUSINESS_CH,0,11-09-2009,46600581,tnuabuyog
NL97BEEH0010002019,BUSINESS_CH,0,11-09-2009,99487578,tnuabuyog
NL70BEEH0010002020,BUSINESS_SV,0,11-09-2009,99487578,tnuabuyog
NL43BEEH0010002021,BUSINESS_CH,0,11-09-2009,75710614,tnuabuyog
NL16BEEH0010002022,BUSINESS_SV,0,11-09-2009,75710614,tnuabuyog
NL86BEEH0010002023,BUSINESS_CH,0,11-09-2009,68023393,tnuabuyog
NL59BEEH0010002024,BUSINESS_SV,0,11-09-2009,68023393,tnuabuyog
NL32BEEH0010002025,BUSINESS_CH,0,11-09-2009,76271976,tnuabuyog
NL05BEEH0010002026,BUSINESS_CH,0,11-09-2009,99989313,tnuabuyog
NL75BEEH0010002027,BUSINESS_CH,0,11-09-2009,99989313,tnuabuyog
NL48BEEH0010002028,BUSINESS_SV,0,11-09-2009,99989313,tnuabuyog
NL21BEEH0010002029,BUSINESS_CH,0,11-09-2009,81137279,tnuabuyog
NL91BEEH0010002030,BUSINESS_CH,0,11-09-2009,81137279,tnuabuyog
NL64BEEH0010002031,BUSINESS_CH,0,11-09-2009,98866210,tnuabuyog
NL37BEEH0010002032,BUSINESS_CH,0,11-09-2009,98866210,tnuabuyog
NL10BEEH0010002033,BUSINESS_CH,0,11-09-2009,38205748,tnuabuyog
NL80BEEH0010002034,BUSINESS_CH,0,11-09-2009,38205748,tnuabuyog
NL53BEEH0010002035,BUSINESS_CH,0,11-09-2009,38205748,tnuabuyog
NL26BEEH0010002036,BUSINESS_CH,0,11-09-2009,97688864,tnuabuyog
NL96BEEH0010002037,BUSINESS_CH,0,11-09-2009,97688864,tnuabuyog
NL69BEEH0010002038,BUSINESS_SV,0,11-09-2009,97688864,tnuabuyog
NL42BEEH0010002039,BUSINESS_CH,0,11-09-2009,69510901,tnuabuyog
NL15BEEH0010002040,BUSINESS_CH,0,11-09-2009,28741017,tnuabuyog
NL85BEEH0010002041,BUSINESS_CH,0,11-09-2009,63363735,tnuabuyog
NL58BEEH0010002042,BUSINESS_CH,0,11-09-2009,63363735,tnuabuyog
NL31BEEH0010002043,BUSINESS_CH,0,11-09-2009,63363735,tnuabuyog
NL04BEEH0010002044,BUSINESS_CH,0,11-09-2009,71789095,tnuabuyog
NL74BEEH0010002045,BUSINESS_CH,0,11-09-2009,71789095,tnuabuyog
NL47BEEH0010002046,BUSINESS_CH,0,11-09-2009,71789095,tnuabuyog
NL20BEEH0010002047,BUSINESS_SV,0,11-09-2009,71789095,tnuabuyog
NL90BEEH0010002048,BUSINESS_CH,0,11-09-2009,52626781,tnuabuyog
NL63BEEH0010002049,BUSINESS_CH,0,11-09-2009,52626781,tnuabuyog
NL36BEEH0010002050,BUSINESS_SV,0,11-09-2009,52626781,tnuabuyog
NL09BEEH0010002051,BUSINESS_CH,0,11-09-2009,39364684,tnuabuyog
NL79BEEH0010002052,BUSINESS_CH,0,11-09-2009,39364684,tnuabuyog
NL52BEEH0010002053,BUSINESS_CH,0,11-09-2009,39364684,tnuabuyog
NL25BEEH0010002054,BUSINESS_SV,0,11-09-2009,39364684,tnuabuyog
NL95BEEH0010002055,BUSINESS_CH,0,11-09-2009,62665754,tnuabuyog
NL68BEEH0010002056,BUSINESS_CH,0,11-09-2009,62665754,tnuabuyog
NL41BEEH0010002057,BUSINESS_CH,0,11-09-2009,62665754,tnuabuyog
NL14BEEH0010002058,BUSINESS_CH,0,11-09-2009,25217280,tnuabuyog
NL84BEEH0010002059,BUSINESS_CH,0,11-09-2009,25217280,tnuabuyog
NL57BEEH0010002060,BUSINESS_CH,0,11-09-2009,63160282,tnuabuyog
NL30BEEH0010002061,BUSINESS_CH,0,11-09-2009,63160282,tnuabuyog
NL03BEEH0010002062,BUSINESS_CH,0,11-09-2009,63160282,tnuabuyog
NL73BEEH0010002063,BUSINESS_CH,0,11-09-2009,51555234,xwzjwsvjk
NL46BEEH0010002064,BUSINESS_CH,0,11-09-2009,51555234,xwzjwsvjk
NL19BEEH0010002065,BUSINESS_CH,0,11-09-2009,42380190,xwzjwsvjk
NL89BEEH0010002066,BUSINESS_CH,0,11-09-2009,72287534,xwzjwsvjk
NL62BEEH0010002067,BUSINESS_CH,0,11-09-2009,72287534,xwzjwsvjk
NL35BEEH0010002068,BUSINESS_CH,0,11-09-2009,72287534,xwzjwsvjk
NL08BEEH0010002069,BUSINESS_CH,0,11-09-2009,35100525,xwzjwsvjk
NL78BEEH0010002070,BUSINESS_SV,0,11-09-2009,35100525,xwzjwsvjk
NL51BEEH0010002071,BUSINESS_CH,0,11-09-2009,36433244,xwzjwsvjk
NL24BEEH0010002072,BUSINESS_CH,0,11-09-2009,18930139,xwzjwsvjk
NL94BEEH0010002073,BUSINESS_CH,0,11-09-2009,18930139,xwzjwsvjk
NL67BEEH0010002074,BUSINESS_CH,0,11-09-2009,33503532,xwzjwsvjk
NL40BEEH0010002075,BUSINESS_CH,0,11-09-2009,98607428,xwzjwsvjk
NL13BEEH0010002076,BUSINESS_CH,0,11-09-2009,98607428,xwzjwsvjk
NL83BEEH0010002077,BUSINESS_SV,0,11-09-2009,98607428,xwzjwsvjk
NL56BEEH0010002078,BUSINESS_CH,0,11-09-2009,65077956,xwzjwsvjk
NL29BEEH0010002079,BUSINESS_SV,0,11-09-2009,65077956,xwzjwsvjk
NL02BEEH0010002080,BUSINESS_CH,0,11-09-2009,20612657,xwzjwsvjk
NL72BEEH0010002081,BUSINESS_CH,0,11-09-2009,20612657,xwzjwsvjk
NL45BEEH0010002082,BUSINESS_SV,0,11-09-2009,20612657,xwzjwsvjk
NL18BEEH0010002083,BUSINESS_CH,0,11-09-2009,29643244,xwzjwsvjk
NL88BEEH0010002084,BUSINESS_SV,0,11-09-2009,29643244,xwzjwsvjk
NL61BEEH0010002085,BUSINESS_CH,0,11-09-2009,88196619,xwzjwsvjk
NL34BEEH0010002086,BUSINESS_SV,0,11-09-2009,88196619,xwzjwsvjk
NL07BEEH0010002087,BUSINESS_CH,0,11-09-2009,99511988,xwzjwsvjk
NL77BEEH0010002088,BUSINESS_SV,0,11-09-2009,99511988,xwzjwsvjk
NL50BEEH0010002089,BUSINESS_CH,0,11-09-2009,74485097,xwzjwsvjk
NL23BEEH0010002090,BUSINESS_SV,0,11-09-2009,74485097,xwzjwsvjk
NL93BEEH0010002091,BUSINESS_CH,0,11-09-2009,47532434,xwzjwsvjk
NL66BEEH0010002092,BUSINESS_CH,0,11-09-2009,96365932,xwzjwsvjk
NL39BEEH0010002093,BUSINESS_CH,0,11-09-2009,96365932,xwzjwsvjk
NL12BEEH0010002094,BUSINESS_CH,0,11-09-2009,96365932,xwzjwsvjk
NL82BEEH0010002095,BUSINESS_CH,0,11-09-2009,43710393,xwzjwsvjk
NL55BEEH0010002096,BUSINESS_CH,0,11-09-2009,43710393,xwzjwsvjk
NL28BEEH0010002097,BUSINESS_SV,0,11-09-2009,43710393,xwzjwsvjk
NL98BEEH0010002098,BUSINESS_CH,0,11-09-2009,35355756,xwzjwsvjk
NL71BEEH0010002099,BUSINESS_SV,0,11-09-2009,35355756,xwzjwsvjk
NL44BEEH0010002100,BUSINESS_CH,0,11-09-2009,30229387,xwzjwsvjk
NL17BEEH0010002101,BUSINESS_CH,0,11-09-2009,30229387,xwzjwsvjk
NL87BEEH0010002102,BUSINESS_CH,0,11-09-2009,30229387,xwzjwsvjk
NL60BEEH0010002103,BUSINESS_SV,0,11-09-2009,30229387,xwzjwsvjk
NL33BEEH0010002104,BUSINESS_CH,0,11-09-2009,67675871,xwzjwsvjk
NL06BEEH0010002105,BUSINESS_SV,0,11-09-2009,67675871,xwzjwsvjk
NL76BEEH0010002106,BUSINESS_CH,0,11-09-2009,26972644,xwzjwsvjk
NL49BEEH0010002107,BUSINESS_CH,0,11-09-2009,26972644,xwzjwsvjk
NL22BEEH0010002108,BUSINESS_CH,0,11-09-2009,26972644,xwzjwsvjk
NL92BEEH0010002109,BUSINESS_CH,0,11-09-2009,12960694,xwzjwsvjk
NL65BEEH0010002110,BUSINESS_SV,0,11-09-2009,12960694,xwzjwsvjk
NL38BEEH0010002111,BUSINESS_CH,0,11-09-2009,49134358,xwzjwsvjk
NL11BEEH0010002112,BUSINESS_CH,0,11-09-2009,49134358,xwzjwsvjk
NL81BEEH0010002113,BUSINESS_CH,0,11-09-2009,49134358,xwzjwsvjk
NL54BEEH0010002114,BUSINESS_SV,0,11-09-2009,49134358,xwzjwsvjk
NL27BEEH0010002115,BUSINESS_CH,0,11-09-2009,78165957,xwzjwsvjk
NL97BEEH0010002116,BUSINESS_CH,0,11-09-2009,17646907,xwzjwsvjk
NL70BEEH0010002117,BUSINESS_SV,0,11-09-2009,17646907,xwzjwsvjk
NL43BEEH0010002118,BUSINESS_CH,0,11-09-2009,58590085,xwzjwsvjk
NL16BEEH0010002119,BUSINESS_CH,0,11-09-2009,58590085,xwzjwsvjk
NL86BEEH0010002120,BUSINESS_CH,0,11-09-2009,58590085,xwzjwsvjk
NL59BEEH0010002121,BUSINESS_SV,0,11-09-2009,58590085,xwzjwsvjk
NL32BEEH0010002122,BUSINESS_CH,0,11-09-2009,98250141,ajqmwfhuv
NL05BEEH0010002123,BUSINESS_CH,0,11-09-2009,98250141,ajqmwfhuv
NL75BEEH0010002124,BUSINESS_CH,0,11-09-2009,82772171,ajqmwfhuv
NL48BEEH0010002125,BUSINESS_CH,0,11-09-2009,82772171,ajqmwfhuv
NL21BEEH0010002126,BUSINESS_CH,0,11-09-2009,66526559,ajqmwfhuv
NL91BEEH0010002127,BUSINESS_SV,0,11-09-2009,66526559,ajqmwfhuv
NL64BEEH0010002128,BUSINESS_CH,0,11-09-2009,55690948,ajqmwfhuv
NL37BEEH0010002129,BUSINESS_CH,0,11-09-2009,98214213,ajqmwfhuv
NL10BEEH0010002130,BUSINESS_CH,0,11-09-2009,80331628,ajqmwfhuv
NL80BEEH0010002131,BUSINESS_SV,0,11-09-2009,80331628,ajqmwfhuv
NL53BEEH0010002132,BUSINESS_CH,0,11-09-2009,43106906,ajqmwfhuv
NL26BEEH0010002133,BUSINESS_CH,0,11-09-2009,40984439,ajqmwfhuv
NL96BEEH0010002134,BUSINESS_CH,0,11-09-2009,40984439,ajqmwfhuv
NL69BEEH0010002135,BUSINESS_SV,0,11-09-2009,40984439,ajqmwfhuv
NL42BEEH0010002136,BUSINESS_CH,0,11-09-2009,41876049,ajqmwfhuv
NL15BEEH0010002137,BUSINESS_CH,0,11-09-2009,45493098,ajqmwfhuv
NL85BEEH0010002138,BUSINESS_CH,0,11-09-2009,45493098,ajqmwfhuv
NL58BEEH0010002139,BUSINESS_CH,0,11-09-2009,70021614,ajqmwfhuv
NL31BEEH0010002140,BUSINESS_CH,0,11-09-2009,70021614,ajqmwfhuv
NL04BEEH0010002141,BUSINESS_CH,0,11-09-2009,70021614,ajqmwfhuv
NL74BEEH0010002142,BUSINESS_SV,0,11-09-2009,70021614,ajqmwfhuv
NL47BEEH0010002143,BUSINESS_CH,0,11-09-2009,22981283,ajqmwfhuv
NL20BEEH0010002144,BUSINESS_CH,0,11-09-2009,22981283,ajqmwfhuv
NL90BEEH0010002145,BUSINESS_CH,0,11-09-2009,63236905,ajqmwfhuv
NL63BEEH0010002146,BUSINESS_CH,0,11-09-2009,63236905,ajqmwfhuv
NL36BEEH0010002147,BUSINESS_CH,0,11-09-2009,63236905,ajqmwfhuv
NL09BEEH0010002148,BUSINESS_SV,0,11-09-2009,63236905,ajqmwfhuv
NL79BEEH0010002149,BUSINESS_CH,0,11-09-2009,10487108,ajqmwfhuv
NL52BEEH0010002150,BUSINESS_CH,0,11-09-2009,10487108,ajqmwfhuv
NL25BEEH0010002151,BUSINESS_SV,0,11-09-2009,10487108,ajqmwfhuv
NL95BEEH0010002152,BUSINESS_CH,0,11-09-2009,72591103,ajqmwfhuv
NL68BEEH0010002153,BUSINESS_CH,0,11-09-2009,72591103,ajqmwfhuv
NL41BEEH0010002154,BUSINESS_CH,0,11-09-2009,72591103,ajqmwfhuv
NL14BEEH0010002155,BUSINESS_SV,0,11-09-2009,72591103,ajqmwfhuv
NL84BEEH0010002156,BUSINESS_CH,0,11-09-2009,93552078,ajqmwfhuv
NL57BEEH0010002157,BUSINESS_CH,0,11-09-2009,93552078,ajqmwfhuv
NL30BEEH0010002158,BUSINESS_CH,0,11-09-2009,13366919,ajqmwfhuv
NL03BEEH0010002159,BUSINESS_CH,0,11-09-2009,13366919,ajqmwfhuv
NL73BEEH0010002160,BUSINESS_CH,0,11-09-2009,13366919,ajqmwfhuv
NL46BEEH0010002161,BUSINESS_SV,0,11-09-2009,13366919,ajqmwfhuv
NL19BEEH0010002162,BUSINESS_CH,0,11-09-2009,70492110,ajqmwfhuv
NL89BEEH0010002163,BUSINESS_CH,0,11-09-2009,87643471,ajqmwfhuv
NL62BEEH0010002164,BUSINESS_CH,0,11-09-2009,87643471,ajqmwfhuv
NL35BEEH0010002165,BUSINESS_CH,0,11-09-2009,87643471,ajqmwfhuv
NL08BEEH0010002166,BUSINESS_CH,0,11-09-2009,28897561,ajqmwfhuv
NL78BEEH0010002167,BUSINESS_CH,0,11-09-2009,28897561,ajqmwfhuv
NL51BEEH0010002168,BUSINESS_CH,0,11-09-2009,28897561,ajqmwfhuv
NL24BEEH0010002169,BUSINESS_CH,0,11-09-2009,15338799,ajqmwfhuv
NL94BEEH0010002170,BUSINESS_CH,0,11-09-2009,15338799,ajqmwfhuv
NL67BEEH0010002171,BUSINESS_SV,0,11-09-2009,15338799,ajqmwfhuv
NL40BEEH0010002172,BUSINESS_CH,0,11-09-2009,71696165,ajqmwfhuv
NL13BEEH0010002173,BUSINESS_CH,0,11-09-2009,71696165,ajqmwfhuv
NL83BEEH0010002174,BUSINESS_CH,0,11-09-2009,71696165,ajqmwfhuv
NL56BEEH0010002175,BUSINESS_SV,0,11-09-2009,71696165,ajqmwfhuv
NL29BEEH0010002176,BUSINESS_CH,0,11-09-2009,81453764,ajqmwfhuv
NL02BEEH0010002177,BUSINESS_CH,0,11-09-2009,45668266,ajqmwfhuv
NL72BEEH0010002178,BUSINESS_CH,0,11-09-2009,21483464,ajqmwfhuv
NL45BEEH0010002179,BUSINESS_CH,0,11-09-2009,21483464,ajqmwfhuv
NL18BEEH0010002180,BUSINESS_CH,0,11-09-2009,21483464,ajqmwfhuv
NL88BEEH0010002181,BUSINESS_SV,0,11-09-2009,21483464,ajqmwfhuv
NL61BEEH0010002182,BUSINESS_CH,0,11-09-2009,28286859,ajqmwfhuv
NL34BEEH0010002183,BUSINESS_SV,0,11-09-2009,28286859,ajqmwfhuv
NL07BEEH0010002184,BUSINESS_CH,0,11-09-2009,42158469,ooongsgde
NL77BEEH0010002185,BUSINESS_SV,0,11-09-2009,42158469,ooongsgde
NL50BEEH0010002186,BUSINESS_CH,0,11-09-2009,91761933,ooongsgde
NL23BEEH0010002187,BUSINESS_SV,0,11-09-2009,91761933,ooongsgde
NL93BEEH0010002188,BUSINESS_CH,0,11-09-2009,93270233,ooongsgde
NL66BEEH0010002189,BUSINESS_CH,0,11-09-2009,93270233,ooongsgde
NL39BEEH0010002190,BUSINESS_CH,0,11-09-2009,81003209,ooongsgde
NL12BEEH0010002191,BUSINESS_CH,0,11-09-2009,81003209,ooongsgde
NL82BEEH0010002192,BUSINESS_SV,0,11-09-2009,81003209,ooongsgde
NL55BEEH0010002193,BUSINESS_CH,0,11-09-2009,63414362,ooongsgde
NL28BEEH0010002194,BUSINESS_SV,0,11-09-2009,63414362,ooongsgde
NL98BEEH0010002195,BUSINESS_CH,0,11-09-2009,95493120,ooongsgde
NL71BEEH0010002196,BUSINESS_SV,0,11-09-2009,95493120,ooongsgde
NL44BEEH0010002197,BUSINESS_CH,0,11-09-2009,19365150,ooongsgde
NL17BEEH0010002198,BUSINESS_CH,0,11-09-2009,19365150,ooongsgde
NL87BEEH0010002199,BUSINESS_CH,0,11-09-2009,99632101,ooongsgde
NL60BEEH0010002200,BUSINESS_CH,0,11-09-2009,99632101,ooongsgde
NL33BEEH0010002201,BUSINESS_CH,0,11-09-2009,99632101,ooongsgde
NL06BEEH0010002202,BUSINESS_SV,0,11-09-2009,99632101,ooongsgde
NL76BEEH0010002203,BUSINESS_CH,0,11-09-2009,77878748,ooongsgde
NL49BEEH0010002204,BUSINESS_CH,0,11-09-2009,77878748,ooongsgde
NL22BEEH0010002205,BUSINESS_CH,0,11-09-2009,91053124,ooongsgde
NL92BEEH0010002206,BUSINESS_SV,0,11-09-2009,91053124,ooongsgde
NL65BEEH0010002207,BUSINESS_CH,0,11-09-2009,14424334,ooongsgde
NL38BEEH0010002208,BUSINESS_CH,0,11-09-2009,14424334,ooongsgde
NL11BEEH0010002209,BUSINESS_CH,0,11-09-2009,52987359,ooongsgde
NL81BEEH0010002210,BUSINESS_CH,0,11-09-2009,52987359,ooongsgde
NL54BEEH0010002211,BUSINESS_CH,0,11-09-2009,52987359,ooongsgde
NL27BEEH0010002212,BUSINESS_CH,0,11-09-2009,93743772,ooongsgde
NL97BEEH0010002213,BUSINESS_CH,0,11-09-2009,93743772,ooongsgde
NL70BEEH0010002214,BUSINESS_SV,0,11-09-2009,93743772,ooongsgde
NL43BEEH0010002215,BUSINESS_CH,0,11-09-2009,28285373,ooongsgde
NL16BEEH0010002216,BUSINESS_CH,0,11-09-2009,28285373,ooongsgde
NL86BEEH0010002217,BUSINESS_CH,0,11-09-2009,63862554,ooongsgde
NL59BEEH0010002218,BUSINESS_CH,0,11-09-2009,75539921,ooongsgde
NL32BEEH0010002219,BUSINESS_SV,0,11-09-2009,75539921,ooongsgde
NL05BEEH0010002220,BUSINESS_CH,0,11-09-2009,50196692,ooongsgde
NL75BEEH0010002221,BUSINESS_CH,0,11-09-2009,50196692,ooongsgde
NL48BEEH0010002222,BUSINESS_CH,0,11-09-2009,50196692,ooongsgde
NL21BEEH0010002223,BUSINESS_CH,0,11-09-2009,27456150,ooongsgde
NL91BEEH0010002224,BUSINESS_SV,0,11-09-2009,27456150,ooongsgde
NL64BEEH0010002225,BUSINESS_CH,0,11-09-2009,40131566,ooongsgde
NL37BEEH0010002226,BUSINESS_CH,0,11-09-2009,40928347,ooongsgde
NL10BEEH0010002227,BUSINESS_CH,0,11-09-2009,75391086,ooongsgde
NL80BEEH0010002228,BUSINESS_CH,0,11-09-2009,75391086,ooongsgde
NL53BEEH0010002229,BUSINESS_CH,0,11-09-2009,20380786,ooongsgde
NL26BEEH0010002230,BUSINESS_SV,0,11-09-2009,20380786,ooongsgde
NL96BEEH0010002231,BUSINESS_CH,0,11-09-2009,82588899,ooongsgde
NL69BEEH0010002232,BUSINESS_CH,0,11-09-2009,82588899,ooongsgde
