inAccount,outAccount,amount,description,date,type
NL64BEEH0010000091,NL61GELD7455324794,573.67,jajajaj,07-31-28-07-2019,Online bankieren
NL64BEEH0010000091,NL05GELD9994551159,880.41,jajajaj,02-01-12-06-2018,Online bankieren
NL64BEEH0010000091,NL04GELD4811557161,345.92,jajajaj,19-58-09-08-2019,Online bankieren
NL64BEEH0010000091,NL35GELD0485561952,679.49,jajajaj,20-12-05-08-2019,Online bankieren
NL64BEEH0010000091,NL35GELD0485561952,99.57,jajajaj,15-45-25-05-2019,Online bankieren
NL64BEEH0010000091,NL62GELD6375239767,964.61,jajajaj,20-29-01-05-2019,Online bankieren
NL64BEEH0010000091,NL35GELD9966193251,329.7,jajajaj,13-56-02-03-2018,Online bankieren
NL64BEEH0010000091,NL62GELD6375239767,982.32,jajajaj,02-29-25-04-2018,Online bankieren
NL64BEEH0010000091,NL04GELD4811557161,503.66,jajajaj,11-28-28-05-2019,Online bankieren
NL64BEEH0010000091,NL77GELD1142882375,95.48,jajajaj,04-30-27-10-2018,Online bankieren
NL64BEEH0010000091,NL45GELD2953919317,474.87,jajajaj,23-22-07-08-2019,Online bankieren
NL37BEEH0010000092,NL76GELD7252785614,780.18,jajajaj,09-13-13-09-2019,Online bankieren
NL37BEEH0010000092,NL62GELD6375239767,218.34,jajajaj,02-55-23-09-2018,Online bankieren
NL37BEEH0010000092,NL69GELD8971642424,238.59,jajajaj,19-43-04-11-2018,Online bankieren
NL37BEEH0010000092,NL77GELD1142882375,623.46,jajajaj,12-09-27-03-2018,Online bankieren
NL37BEEH0010000092,NL67GELD2809687681,363.53,jajajaj,11-18-14-11-2018,Online bankieren
NL37BEEH0010000092,NL76GELD1811996735,311.48,jajajaj,02-34-20-01-2019,Online bankieren
NL37BEEH0010000092,NL75GELD3175762142,608.95,jajajaj,19-54-02-08-2019,Online bankieren
NL37BEEH0010000092,NL76GELD7252785614,489.49,jajajaj,21-30-28-02-2018,Online bankieren
NL37BEEH0010000092,NL77GELD0692885116,573.3,jajajaj,17-54-28-04-2018,Online bankieren
NL37BEEH0010000092,NL75GELD3175762142,896.44,jajajaj,05-08-05-02-2018,Online bankieren
NL37BEEH0010000092,NL04GELD4811557161,928.45,jajajaj,20-57-01-06-2018,Online bankieren
NL37BEEH0010000092,NL04GELD4811557161,870.6,jajajaj,17-43-13-09-2019,Online bankieren
NL37BEEH0010000092,NL75GELD3175762142,779.67,jajajaj,11-06-13-09-2019,Online bankieren
NL37BEEH0010000092,NL76GELD1811996735,556.53,jajajaj,06-53-23-07-2019,Online bankieren
NL37BEEH0010000092,NL67GELD2809687681,191.6,jajajaj,07-46-13-09-2019,Online bankieren
NL37BEEH0010000092,NL69GELD8971642424,242.28,jajajaj,12-43-13-09-2019,Online bankieren
NL37BEEH0010000092,NL76GELD7252785614,416.82,jajajaj,17-09-25-04-2018,Online bankieren
NL37BEEH0010000092,NL61GELD7455324794,170.14,jajajaj,07-33-01-03-2018,Online bankieren
NL37BEEH0010000092,NL04GELD4811557161,562.05,jajajaj,00-34-26-02-2019,Online bankieren
NL37BEEH0010000092,NL61GELD7455324794,127.28,jajajaj,01-53-03-06-2018,Online bankieren
NL37BEEH0010000092,NL05GELD9994551159,293.98,jajajaj,15-24-04-02-2018,Online bankieren
NL37BEEH0010000092,NL05GELD9994551159,152.26,jajajaj,08-30-08-03-2019,Online bankieren
NL37BEEH0010000092,NL76GELD7252785614,975.82,jajajaj,12-42-08-01-2019,Online bankieren
NL37BEEH0010000092,NL61GELD7455324794,381.56,jajajaj,07-20-24-07-2018,Online bankieren
NL37BEEH0010000092,NL35GELD9966193251,437.57,jajajaj,15-40-04-05-2019,Online bankieren
NL37BEEH0010000092,NL55GELD3859628216,213.44,jajajaj,22-32-02-03-2019,Online bankieren
NL37BEEH0010000092,NL13GELD4842992565,130.24,jajajaj,08-26-05-07-2018,Online bankieren
NL37BEEH0010000092,NL04GELD4811557161,993.9,jajajaj,13-47-26-09-2018,Online bankieren
NL10BEEH0010000093,NL75GELD3175762142,683.55,jajajaj,12-56-06-03-2019,Online bankieren
NL10BEEH0010000093,NL55GELD3859628216,760.57,jajajaj,00-59-18-04-2019,Online bankieren
NL10BEEH0010000093,NL67GELD2809687681,462.66,jajajaj,07-10-23-07-2019,Online bankieren
NL10BEEH0010000093,NL77GELD1142882375,514.45,jajajaj,09-02-11-08-2019,Online bankieren
NL10BEEH0010000093,NL95GELD6279133125,26.79,jajajaj,23-07-19-11-2018,Online bankieren
NL10BEEH0010000093,NL45GELD2953919317,128.87,jajajaj,22-30-11-02-2019,Online bankieren
NL10BEEH0010000093,NL45GELD2953919317,218.2,jajajaj,22-25-05-07-2019,Online bankieren
NL10BEEH0010000093,NL76GELD1811996735,161.87,jajajaj,10-08-13-09-2019,Online bankieren
NL10BEEH0010000093,NL76GELD7252785614,878.67,jajajaj,22-26-19-05-2018,Online bankieren
NL10BEEH0010000093,NL55GELD3859628216,361.16,jajajaj,13-21-02-08-2018,Online bankieren
NL10BEEH0010000093,NL35GELD0485561952,125.83,jajajaj,11-52-01-10-2018,Online bankieren
NL10BEEH0010000093,NL95GELD6279133125,898.49,jajajaj,04-26-12-11-2018,Online bankieren
NL10BEEH0010000093,NL35GELD9966193251,124.88,jajajaj,05-32-16-07-2019,Online bankieren
NL10BEEH0010000093,NL75GELD3175762142,678.51,jajajaj,02-04-13-09-2019,Online bankieren
NL10BEEH0010000093,NL35GELD0485561952,108.77,jajajaj,15-21-11-01-2019,Online bankieren
NL10BEEH0010000093,NL75GELD3175762142,730.15,jajajaj,13-47-28-12-2018,Online bankieren
NL10BEEH0010000093,NL95GELD6279133125,466.41,jajajaj,10-50-17-02-2018,Online bankieren
NL10BEEH0010000093,NL13GELD4842992565,145.79,jajajaj,08-00-17-03-2019,Online bankieren
NL10BEEH0010000093,NL04GELD4811557161,779.54,jajajaj,03-13-13-09-2019,Online bankieren
NL10BEEH0010000093,NL69GELD8971642424,361.95,jajajaj,02-20-13-09-2018,Online bankieren
NL10BEEH0010000093,NL55GELD3859628216,563.73,jajajaj,07-41-15-06-2018,Online bankieren
NL10BEEH0010000093,NL13GELD4842992565,386.69,jajajaj,13-48-13-09-2019,Online bankieren
NL10BEEH0010000093,NL76GELD7252785614,300.76,jajajaj,16-05-13-09-2019,Online bankieren
NL80BEEH0010000094,NL69GELD8971642424,390.41,jajajaj,21-24-19-07-2018,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,789.8,jajajaj,01-10-25-03-2018,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,280.06,jajajaj,10-04-03-10-2018,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,845.22,jajajaj,20-33-23-02-2019,Online bankieren
NL80BEEH0010000094,NL77GELD1142882375,877.77,jajajaj,00-38-13-09-2019,Online bankieren
NL80BEEH0010000094,NL92GELD8037356925,310.39,jajajaj,03-42-13-10-2018,Online bankieren
NL80BEEH0010000094,NL76GELD7252785614,156.25,jajajaj,19-46-16-05-2019,Online bankieren
NL80BEEH0010000094,NL95GELD6279133125,642.13,jajajaj,08-45-15-06-2019,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,840.2,jajajaj,03-16-13-07-2019,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,819.5,jajajaj,04-59-07-05-2018,Online bankieren
NL80BEEH0010000094,NL77GELD1142882375,757.53,jajajaj,01-50-04-04-2019,Online bankieren
NL80BEEH0010000094,NL04GELD4811557161,300.66,jajajaj,03-27-13-07-2018,Online bankieren
NL80BEEH0010000094,NL92GELD8037356925,57.43,jajajaj,04-17-25-08-2019,Online bankieren
NL80BEEH0010000094,NL76GELD7252785614,237.86,jajajaj,10-18-15-07-2018,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,318.0,jajajaj,20-09-04-06-2019,Online bankieren
NL80BEEH0010000094,NL45GELD2953919317,933.97,jajajaj,21-39-14-08-2019,Online bankieren
NL80BEEH0010000094,NL92GELD8037356925,814.14,jajajaj,05-17-10-12-2018,Online bankieren
NL80BEEH0010000094,NL56GELD4676822837,196.2,jajajaj,03-28-24-02-2019,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,543.43,jajajaj,05-07-21-07-2019,Online bankieren
NL80BEEH0010000094,NL77GELD1142882375,381.98,jajajaj,12-20-25-02-2018,Online bankieren
NL80BEEH0010000094,NL76GELD7252785614,233.47,jajajaj,03-39-06-04-2018,Online bankieren
NL80BEEH0010000094,NL45GELD2953919317,534.63,jajajaj,20-08-26-07-2019,Online bankieren
NL80BEEH0010000094,NL56GELD4676822837,641.48,jajajaj,13-27-25-06-2018,Online bankieren
NL80BEEH0010000094,NL77GELD1142882375,648.97,jajajaj,17-04-08-05-2018,Online bankieren
NL80BEEH0010000094,NL67GELD2809687681,651.56,jajajaj,01-07-17-05-2019,Online bankieren
NL80BEEH0010000094,NL04GELD4811557161,964.0,jajajaj,11-58-13-03-2018,Online bankieren
NL80BEEH0010000094,NL77GELD8158598659,164.75,jajajaj,12-50-13-09-2019,Online bankieren
NL80BEEH0010000094,NL61GELD7455324794,746.36,jajajaj,19-11-25-07-2018,Online bankieren
NL80BEEH0010000094,NL55GELD3859628216,537.12,jajajaj,15-32-04-05-2019,Online bankieren
NL80BEEH0010000094,NL76GELD1811996735,713.51,jajajaj,19-31-13-09-2019,Online bankieren
NL53BEEH0010000095,NL77GELD8158598659,103.33,jajajaj,06-42-21-10-2018,Online bankieren
NL53BEEH0010000095,NL77GELD8158598659,644.77,jajajaj,13-25-08-04-2018,Online bankieren
NL53BEEH0010000095,NL13GELD4842992565,714.66,jajajaj,22-37-16-01-2019,Online bankieren
NL53BEEH0010000095,NL77GELD0692885116,183.1,jajajaj,05-09-10-08-2019,Online bankieren
NL53BEEH0010000095,NL35GELD9966193251,688.25,jajajaj,00-59-24-03-2018,Online bankieren
NL53BEEH0010000095,NL77GELD0692885116,578.51,jajajaj,02-07-11-03-2019,Online bankieren
NL53BEEH0010000095,NL69GELD8971642424,102.5,jajajaj,05-32-01-04-2018,Online bankieren
NL53BEEH0010000095,NL95GELD6279133125,451.67,jajajaj,07-36-13-09-2019,Online bankieren
NL53BEEH0010000095,NL61GELD7455324794,766.68,jajajaj,16-16-28-10-2018,Online bankieren
NL53BEEH0010000095,NL35GELD0485561952,959.57,jajajaj,01-54-01-03-2019,Online bankieren
NL53BEEH0010000095,NL69GELD8971642424,268.3,jajajaj,15-10-04-02-2018,Online bankieren
NL53BEEH0010000095,NL45GELD2953919317,442.34,jajajaj,22-56-22-05-2019,Online bankieren
NL53BEEH0010000095,NL92GELD8037356925,249.15,jajajaj,20-11-21-08-2018,Online bankieren
NL53BEEH0010000095,NL92GELD8037356925,527.92,jajajaj,04-54-09-09-2018,Online bankieren
NL53BEEH0010000095,NL35GELD0485561952,398.82,jajajaj,17-45-23-07-2018,Online bankieren
NL53BEEH0010000095,NL75GELD3175762142,792.9,jajajaj,01-42-13-09-2019,Online bankieren
NL53BEEH0010000095,NL35GELD9966193251,274.82,jajajaj,12-53-09-12-2018,Online bankieren
NL53BEEH0010000095,NL69GELD8971642424,935.35,jajajaj,01-49-13-09-2019,Online bankieren
NL53BEEH0010000095,NL55GELD3859628216,506.73,jajajaj,05-38-08-12-2018,Online bankieren
NL53BEEH0010000095,NL75GELD3175762142,6.01,jajajaj,16-53-13-09-2019,Online bankieren
NL53BEEH0010000095,NL67GELD2809687681,89.23,jajajaj,05-50-28-05-2019,Online bankieren
NL53BEEH0010000095,NL62GELD6375239767,113.41,jajajaj,20-11-22-11-2018,Online bankieren
NL53BEEH0010000095,NL77GELD1142882375,435.92,jajajaj,05-59-08-11-2018,Online bankieren
NL53BEEH0010000095,NL92GELD8037356925,331.22,jajajaj,06-46-13-09-2019,Online bankieren
NL53BEEH0010000095,NL05GELD9994551159,783.46,jajajaj,14-41-09-05-2019,Online bankieren
NL53BEEH0010000095,NL77GELD1142882375,774.84,jajajaj,08-18-09-08-2019,Online bankieren
NL53BEEH0010000095,NL35GELD0485561952,121.84,jajajaj,07-10-20-09-2018,Online bankieren
NL53BEEH0010000095,NL04GELD4811557161,645.25,jajajaj,17-47-16-07-2018,Online bankieren
NL26BEEH0010000096,NL61GELD7455324794,318.31,jajajaj,05-34-13-09-2019,Online bankieren
NL26BEEH0010000096,NL55GELD3859628216,681.61,jajajaj,04-06-13-09-2019,Online bankieren
NL26BEEH0010000096,NL77GELD1142882375,272.52,jajajaj,21-29-07-07-2019,Online bankieren
NL26BEEH0010000096,NL75GELD3175762142,62.67,jajajaj,11-34-11-02-2018,Online bankieren
NL26BEEH0010000096,NL95GELD6279133125,563.76,jajajaj,21-09-12-04-2018,Online bankieren
NL26BEEH0010000096,NL76GELD7252785614,674.87,jajajaj,23-22-13-09-2019,Online bankieren
NL26BEEH0010000096,NL55GELD3859628216,602.91,jajajaj,00-39-21-07-2018,Online bankieren
NL26BEEH0010000096,NL69GELD8971642424,414.39,jajajaj,02-52-20-03-2019,Online bankieren
NL26BEEH0010000096,NL61GELD7455324794,707.36,jajajaj,04-15-03-05-2019,Online bankieren
NL26BEEH0010000096,NL61GELD7455324794,120.81,jajajaj,00-01-24-05-2019,Online bankieren
NL96BEEH0010000097,NL76GELD1811996735,835.31,jajajaj,20-45-07-04-2019,Online bankieren
NL96BEEH0010000097,NL35GELD9966193251,795.7,jajajaj,18-38-28-10-2018,Online bankieren
NL96BEEH0010000097,NL61GELD7455324794,221.84,jajajaj,13-58-18-01-2019,Online bankieren
NL96BEEH0010000097,NL35GELD0485561952,443.26,jajajaj,10-57-03-07-2018,Online bankieren
NL96BEEH0010000097,NL13GELD4842992565,223.88,jajajaj,02-06-01-07-2019,Online bankieren
NL96BEEH0010000097,NL13GELD4842992565,34.53,jajajaj,08-44-19-01-2018,Online bankieren
NL96BEEH0010000097,NL69GELD8971642424,589.12,jajajaj,02-01-03-03-2019,Online bankieren
NL96BEEH0010000097,NL67GELD2809687681,588.5,jajajaj,13-22-19-06-2019,Online bankieren
NL96BEEH0010000097,NL56GELD4676822837,116.37,jajajaj,07-49-10-11-2018,Online bankieren
NL96BEEH0010000097,NL67GELD2809687681,75.85,jajajaj,09-57-13-04-2019,Online bankieren
NL96BEEH0010000097,NL75GELD3175762142,311.82,jajajaj,10-52-04-02-2018,Online bankieren
NL96BEEH0010000097,NL35GELD9966193251,500.93,jajajaj,21-47-06-06-2019,Online bankieren
NL69BEEH0010000098,NL35GELD9966193251,825.53,jajajaj,15-17-07-12-2018,Online bankieren
NL69BEEH0010000098,NL04GELD4811557161,524.35,jajajaj,12-34-08-08-2019,Online bankieren
NL69BEEH0010000098,NL35GELD9966193251,846.98,jajajaj,11-48-13-06-2019,Online bankieren
NL69BEEH0010000098,NL45GELD2953919317,122.49,jajajaj,03-02-07-02-2019,Online bankieren
NL69BEEH0010000098,NL95GELD6279133125,153.0,jajajaj,11-28-19-07-2018,Online bankieren
NL69BEEH0010000098,NL56GELD4676822837,904.34,jajajaj,09-06-06-11-2018,Online bankieren
NL69BEEH0010000098,NL69GELD8971642424,775.91,jajajaj,03-19-13-09-2019,Online bankieren
NL69BEEH0010000098,NL77GELD0692885116,370.99,jajajaj,13-33-13-09-2019,Online bankieren
NL69BEEH0010000098,NL05GELD9994551159,460.35,jajajaj,14-52-07-05-2019,Online bankieren
NL69BEEH0010000098,NL62GELD6375239767,729.6,jajajaj,09-40-13-09-2019,Online bankieren
NL69BEEH0010000098,NL05GELD9994551159,267.51,jajajaj,07-07-23-04-2018,Online bankieren
NL69BEEH0010000098,NL69GELD8971642424,222.55,jajajaj,05-34-18-04-2019,Online bankieren
NL69BEEH0010000098,NL35GELD9966193251,814.86,jajajaj,08-41-28-08-2019,Online bankieren
NL42BEEH0010000099,NL77GELD1142882375,279.96,jajajaj,00-55-24-03-2018,Online bankieren
NL42BEEH0010000099,NL62GELD6375239767,435.66,jajajaj,07-16-13-09-2019,Online bankieren
NL42BEEH0010000099,NL95GELD6279133125,498.11,jajajaj,14-46-08-08-2019,Online bankieren
NL42BEEH0010000099,NL05GELD9994551159,894.45,jajajaj,12-34-10-02-2018,Online bankieren
NL42BEEH0010000099,NL55GELD3859628216,18.26,jajajaj,14-21-22-04-2018,Online bankieren
NL42BEEH0010000099,NL35GELD9966193251,27.23,jajajaj,15-37-15-12-2018,Online bankieren
NL42BEEH0010000099,NL04GELD4811557161,981.96,jajajaj,13-04-13-09-2019,Online bankieren
NL42BEEH0010000099,NL62GELD6375239767,923.06,jajajaj,03-04-28-06-2018,Online bankieren
NL42BEEH0010000099,NL45GELD2953919317,251.95,jajajaj,15-11-04-07-2018,Online bankieren
NL42BEEH0010000099,NL92GELD8037356925,91.68,jajajaj,18-33-24-06-2018,Online bankieren
NL42BEEH0010000099,NL13GELD4842992565,734.35,jajajaj,08-55-13-09-2019,Online bankieren
NL42BEEH0010000099,NL75GELD3175762142,410.82,jajajaj,12-33-13-09-2019,Online bankieren
NL42BEEH0010000099,NL92GELD8037356925,318.3,jajajaj,23-13-12-11-2018,Online bankieren
NL42BEEH0010000099,NL56GELD4676822837,574.9,jajajaj,16-10-10-01-2018,Online bankieren
NL42BEEH0010000099,NL77GELD0692885116,270.05,jajajaj,17-39-17-05-2018,Online bankieren
NL42BEEH0010000099,NL92GELD8037356925,505.44,jajajaj,12-12-07-08-2018,Online bankieren
NL42BEEH0010000099,NL56GELD4676822837,44.18,jajajaj,19-45-13-09-2019,Online bankieren
NL42BEEH0010000099,NL77GELD8158598659,270.3,jajajaj,10-32-28-06-2019,Online bankieren
NL42BEEH0010000099,NL67GELD2809687681,822.04,jajajaj,03-17-16-01-2018,Online bankieren
NL42BEEH0010000099,NL04GELD4811557161,563.29,jajajaj,05-44-09-10-2018,Online bankieren
NL42BEEH0010000099,NL75GELD3175762142,441.47,jajajaj,08-21-13-09-2019,Online bankieren
NL42BEEH0010000099,NL95GELD6279133125,756.77,jajajaj,12-59-03-04-2018,Online bankieren
NL42BEEH0010000099,NL05GELD9994551159,974.44,jajajaj,14-22-07-06-2018,Online bankieren
NL42BEEH0010000099,NL76GELD1811996735,368.09,jajajaj,03-40-28-01-2018,Online bankieren
NL42BEEH0010000099,NL75GELD3175762142,929.03,jajajaj,00-31-04-10-2018,Online bankieren
NL15BEEH0010000100,NL35GELD9966193251,516.09,jajajaj,23-52-17-11-2018,Online bankieren
NL15BEEH0010000100,NL62GELD6375239767,382.29,jajajaj,03-55-14-01-2018,Online bankieren
NL15BEEH0010000100,NL04GELD4811557161,812.79,jajajaj,07-11-01-04-2018,Online bankieren
NL15BEEH0010000100,NL35GELD0485561952,496.92,jajajaj,04-38-25-01-2019,Online bankieren
NL15BEEH0010000100,NL62GELD6375239767,484.68,jajajaj,02-19-16-05-2018,Online bankieren
NL15BEEH0010000100,NL69GELD8971642424,794.66,jajajaj,03-45-13-07-2018,Online bankieren
NL15BEEH0010000100,NL77GELD8158598659,708.34,jajajaj,15-06-13-09-2019,Online bankieren
NL15BEEH0010000100,NL62GELD6375239767,412.39,jajajaj,07-52-18-01-2018,Online bankieren
NL15BEEH0010000100,NL77GELD1142882375,645.19,jajajaj,09-46-24-01-2019,Online bankieren
NL15BEEH0010000100,NL77GELD8158598659,247.25,jajajaj,02-57-16-04-2018,Online bankieren
NL15BEEH0010000100,NL05GELD9994551159,320.43,jajajaj,15-11-22-02-2018,Online bankieren
NL15BEEH0010000100,NL77GELD1142882375,731.25,jajajaj,12-21-23-06-2018,Online bankieren
NL15BEEH0010000100,NL56GELD4676822837,319.04,jajajaj,15-15-11-10-2018,Online bankieren
NL15BEEH0010000100,NL92GELD8037356925,218.13,jajajaj,15-40-13-09-2019,Online bankieren
NL15BEEH0010000100,NL77GELD8158598659,956.59,jajajaj,01-18-20-08-2018,Online bankieren
NL15BEEH0010000100,NL69GELD8971642424,144.77,jajajaj,15-51-07-02-2019,Online bankieren
NL15BEEH0010000100,NL62GELD6375239767,575.33,jajajaj,13-37-01-05-2019,Online bankieren
NL15BEEH0010000100,NL13GELD4842992565,203.8,jajajaj,06-52-21-07-2019,Online bankieren
NL15BEEH0010000100,NL13GELD4842992565,7.05,jajajaj,15-15-13-09-2019,Online bankieren
NL15BEEH0010000100,NL62GELD6375239767,781.41,jajajaj,21-41-08-04-2019,Online bankieren
NL15BEEH0010000100,NL76GELD1811996735,938.28,jajajaj,18-52-22-01-2018,Online bankieren
NL15BEEH0010000100,NL45GELD2953919317,728.73,jajajaj,15-16-12-04-2019,Online bankieren
NL15BEEH0010000100,NL95GELD6279133125,468.56,jajajaj,19-21-13-04-2019,Online bankieren
NL15BEEH0010000100,NL56GELD4676822837,233.36,jajajaj,21-06-24-02-2018,Online bankieren
NL15BEEH0010000100,NL77GELD0692885116,795.21,jajajaj,08-55-19-03-2019,Online bankieren
NL15BEEH0010000100,NL55GELD3859628216,468.34,jajajaj,01-02-20-02-2019,Online bankieren
NL15BEEH0010000100,NL76GELD1811996735,619.21,jajajaj,17-34-27-04-2019,Online bankieren
NL15BEEH0010000100,NL95GELD6279133125,191.64,jajajaj,03-31-13-09-2019,Online bankieren
NL15BEEH0010000100,NL04GELD4811557161,238.98,jajajaj,20-48-26-11-2018,Online bankieren
NL15BEEH0010000100,NL67GELD2809687681,205.97,jajajaj,15-18-26-05-2018,Online bankieren
NL85BEEH0010000101,NL35GELD0485561952,544.07,jajajaj,08-40-15-08-2019,Online bankieren
NL85BEEH0010000101,NL05GELD9994551159,721.24,jajajaj,21-14-08-08-2018,Online bankieren
NL85BEEH0010000101,NL69GELD8971642424,577.81,jajajaj,08-39-11-11-2018,Online bankieren
NL85BEEH0010000101,NL77GELD0692885116,92.05,jajajaj,21-46-28-04-2019,Online bankieren
NL85BEEH0010000101,NL77GELD0692885116,299.23,jajajaj,20-21-23-07-2018,Online bankieren
NL85BEEH0010000101,NL77GELD1142882375,432.44,jajajaj,17-32-15-08-2018,Online bankieren
NL85BEEH0010000101,NL05GELD9994551159,464.12,jajajaj,03-58-03-11-2018,Online bankieren
NL85BEEH0010000101,NL45GELD2953919317,536.43,jajajaj,14-23-15-08-2018,Online bankieren
NL85BEEH0010000101,NL69GELD8971642424,260.4,jajajaj,20-17-19-05-2019,Online bankieren
NL85BEEH0010000101,NL92GELD8037356925,681.62,jajajaj,14-30-26-07-2019,Online bankieren
NL85BEEH0010000101,NL62GELD6375239767,776.44,jajajaj,02-18-26-01-2018,Online bankieren
NL85BEEH0010000101,NL77GELD8158598659,467.37,jajajaj,04-24-14-02-2018,Online bankieren
NL85BEEH0010000101,NL62GELD6375239767,672.26,jajajaj,23-50-28-02-2018,Online bankieren
NL85BEEH0010000101,NL55GELD3859628216,437.65,jajajaj,10-42-17-06-2018,Online bankieren
NL85BEEH0010000101,NL62GELD6375239767,686.2,jajajaj,01-09-18-05-2018,Online bankieren
NL85BEEH0010000101,NL76GELD1811996735,711.69,jajajaj,12-33-05-02-2019,Online bankieren
NL85BEEH0010000101,NL95GELD6279133125,536.69,jajajaj,07-37-12-07-2019,Online bankieren
NL85BEEH0010000101,NL67GELD2809687681,97.04,jajajaj,18-50-21-02-2018,Online bankieren
NL85BEEH0010000101,NL45GELD2953919317,678.03,jajajaj,01-08-13-09-2019,Online bankieren
NL85BEEH0010000101,NL77GELD1142882375,862.13,jajajaj,12-00-16-01-2019,Online bankieren
NL58BEEH0010000102,NL45GELD2953919317,116.73,jajajaj,00-58-20-05-2018,Online bankieren
NL58BEEH0010000102,NL76GELD7252785614,599.72,jajajaj,04-28-13-09-2019,Online bankieren
NL58BEEH0010000102,NL04GELD4811557161,784.95,jajajaj,19-39-13-09-2019,Online bankieren
NL58BEEH0010000102,NL77GELD8158598659,684.27,jajajaj,14-08-16-05-2019,Online bankieren
NL58BEEH0010000102,NL62GELD6375239767,585.74,jajajaj,19-19-10-10-2018,Online bankieren
NL58BEEH0010000102,NL56GELD4676822837,460.77,jajajaj,07-17-06-02-2019,Online bankieren
NL58BEEH0010000102,NL04GELD4811557161,389.44,jajajaj,14-10-13-09-2019,Online bankieren
NL58BEEH0010000102,NL56GELD4676822837,670.68,jajajaj,11-17-04-07-2018,Online bankieren
NL58BEEH0010000102,NL62GELD6375239767,502.55,jajajaj,05-14-15-12-2018,Online bankieren
NL58BEEH0010000102,NL67GELD2809687681,202.2,jajajaj,10-17-07-03-2018,Online bankieren
NL58BEEH0010000102,NL04GELD4811557161,892.26,jajajaj,17-02-14-06-2018,Online bankieren
NL58BEEH0010000102,NL13GELD4842992565,901.26,jajajaj,14-45-20-10-2018,Online bankieren
NL58BEEH0010000102,NL61GELD7455324794,391.5,jajajaj,12-45-23-08-2019,Online bankieren
NL58BEEH0010000102,NL35GELD0485561952,59.08,jajajaj,03-09-06-03-2018,Online bankieren
NL31BEEH0010000103,NL95GELD6279133125,722.61,jajajaj,11-54-05-07-2018,Online bankieren
NL31BEEH0010000103,NL35GELD0485561952,300.21,jajajaj,10-30-04-01-2018,Online bankieren
NL31BEEH0010000103,NL13GELD4842992565,932.9,jajajaj,13-45-27-01-2018,Online bankieren
NL31BEEH0010000103,NL56GELD4676822837,538.28,jajajaj,23-19-15-05-2018,Online bankieren
NL31BEEH0010000103,NL75GELD3175762142,279.76,jajajaj,01-33-13-09-2019,Online bankieren
NL31BEEH0010000103,NL77GELD0692885116,282.5,jajajaj,18-14-13-09-2019,Online bankieren
NL31BEEH0010000103,NL45GELD2953919317,445.58,jajajaj,02-43-11-05-2019,Online bankieren
NL31BEEH0010000103,NL76GELD1811996735,181.46,jajajaj,09-08-13-09-2019,Online bankieren
NL31BEEH0010000103,NL61GELD7455324794,349.48,jajajaj,18-59-18-04-2019,Online bankieren
NL31BEEH0010000103,NL45GELD2953919317,888.76,jajajaj,19-38-19-12-2018,Online bankieren
NL31BEEH0010000103,NL75GELD3175762142,614.27,jajajaj,07-25-12-06-2018,Online bankieren
NL31BEEH0010000103,NL35GELD0485561952,735.29,jajajaj,15-22-05-06-2018,Online bankieren
NL31BEEH0010000103,NL45GELD2953919317,631.4,jajajaj,13-28-13-09-2019,Online bankieren
NL31BEEH0010000103,NL56GELD4676822837,569.73,jajajaj,15-33-13-09-2019,Online bankieren
NL04BEEH0010000104,NL69GELD8971642424,736.44,jajajaj,00-47-27-05-2019,Online bankieren
NL04BEEH0010000104,NL67GELD2809687681,697.12,jajajaj,15-00-28-05-2019,Online bankieren
NL04BEEH0010000104,NL69GELD8971642424,63.58,jajajaj,21-41-10-08-2018,Online bankieren
NL04BEEH0010000104,NL45GELD2953919317,140.26,jajajaj,22-28-02-03-2019,Online bankieren
NL04BEEH0010000104,NL92GELD8037356925,515.22,jajajaj,21-43-25-01-2018,Online bankieren
NL04BEEH0010000104,NL76GELD7252785614,708.21,jajajaj,10-55-13-09-2019,Online bankieren
NL04BEEH0010000104,NL04GELD4811557161,383.21,jajajaj,03-50-21-02-2019,Online bankieren
NL04BEEH0010000104,NL77GELD0692885116,84.83,jajajaj,21-07-26-01-2019,Online bankieren
NL04BEEH0010000104,NL05GELD9994551159,341.3,jajajaj,19-20-13-01-2019,Online bankieren
NL04BEEH0010000104,NL05GELD9994551159,924.07,jajajaj,15-16-25-12-2018,Online bankieren
NL04BEEH0010000104,NL95GELD6279133125,349.08,jajajaj,23-25-25-04-2019,Online bankieren
NL04BEEH0010000104,NL13GELD4842992565,987.56,jajajaj,03-20-24-02-2018,Online bankieren
NL04BEEH0010000104,NL77GELD0692885116,236.17,jajajaj,22-20-13-09-2019,Online bankieren
NL04BEEH0010000104,NL75GELD3175762142,649.79,jajajaj,09-29-09-06-2018,Online bankieren
NL04BEEH0010000104,NL67GELD2809687681,15.84,jajajaj,22-21-22-02-2018,Online bankieren
NL04BEEH0010000104,NL62GELD6375239767,213.07,jajajaj,03-59-03-03-2019,Online bankieren
