iban,type,Balance,openingsDate,company,accountmanager
NL33BEEH0010000358,RETAIL_CHECKING,0,11-09-2009,null,null
NL06BEEH0010000359,RETAIL_SAVING,0,11-09-2009,null,null
NL76BEEH0010000360,RETAIL_CHECKING,0,11-09-2009,null,null
NL49BEEH0010000361,RETAIL_SAVING,0,11-09-2009,null,null
NL22BEEH0010000362,RETAIL_CHECKING,0,11-09-2009,null,null
NL92BEEH0010000363,RETAIL_SAVING,0,11-09-2009,null,null
NL65BEEH0010000364,RETAIL_CHECKING,0,11-09-2009,null,null
NL38BEEH0010000365,RETAIL_SAVING,0,11-09-2009,null,null
NL11BEEH0010000366,RETAIL_CHECKING,0,11-09-2009,null,null
NL81BEEH0010000367,RETAIL_SAVING,0,11-09-2009,null,null
NL54BEEH0010000368,RETAIL_CHECKING,0,11-09-2009,null,null
NL27BEEH0010000369,RETAIL_SAVING,0,11-09-2009,null,null
NL97BEEH0010000370,RETAIL_CHECKING,0,11-09-2009,null,null
NL70BEEH0010000371,RETAIL_SAVING,0,11-09-2009,null,null
NL43BEEH0010000372,RETAIL_CHECKING,0,11-09-2009,null,null
NL16BEEH0010000373,RETAIL_SAVING,0,11-09-2009,null,null
NL86BEEH0010000374,RETAIL_CHECKING,0,11-09-2009,null,null
NL59BEEH0010000375,RETAIL_SAVING,0,11-09-2009,null,null
NL32BEEH0010000376,RETAIL_CHECKING,0,11-09-2009,null,null
NL05BEEH0010000377,RETAIL_SAVING,0,11-09-2009,null,null
NL75BEEH0010000378,RETAIL_CHECKING,0,11-09-2009,null,null
NL48BEEH0010000379,RETAIL_SAVING,0,11-09-2009,null,null
NL21BEEH0010000380,RETAIL_CHECKING,0,11-09-2009,null,null
NL91BEEH0010000381,RETAIL_SAVING,0,11-09-2009,null,null
NL64BEEH0010000382,RETAIL_CHECKING,0,11-09-2009,null,null
NL37BEEH0010000383,RETAIL_SAVING,0,11-09-2009,null,null
NL10BEEH0010000384,RETAIL_CHECKING,0,11-09-2009,null,null
NL80BEEH0010000385,RETAIL_SAVING,0,11-09-2009,null,null
NL53BEEH0010000386,RETAIL_CHECKING,0,11-09-2009,null,null
NL26BEEH0010000387,RETAIL_SAVING,0,11-09-2009,null,null
NL96BEEH0010000388,RETAIL_CHECKING,0,11-09-2009,null,null
NL69BEEH0010000389,RETAIL_SAVING,0,11-09-2009,null,null
NL42BEEH0010000390,RETAIL_CHECKING,0,11-09-2009,null,null
NL15BEEH0010000391,RETAIL_SAVING,0,11-09-2009,null,null
NL85BEEH0010000392,RETAIL_CHECKING,0,11-09-2009,null,null
NL58BEEH0010000393,RETAIL_SAVING,0,11-09-2009,null,null
NL31BEEH0010000394,RETAIL_CHECKING,0,11-09-2009,null,null
NL04BEEH0010000395,RETAIL_SAVING,0,11-09-2009,null,null
NL74BEEH0010000396,RETAIL_CHECKING,0,11-09-2009,null,null
NL47BEEH0010000397,RETAIL_SAVING,0,11-09-2009,null,null
NL20BEEH0010000398,RETAIL_CHECKING,0,11-09-2009,null,null
NL90BEEH0010000399,RETAIL_SAVING,0,11-09-2009,null,null
NL63BEEH0010000400,RETAIL_CHECKING,0,11-09-2009,null,null
NL36BEEH0010000401,RETAIL_SAVING,0,11-09-2009,null,null
NL09BEEH0010000402,RETAIL_CHECKING,0,11-09-2009,null,null
NL79BEEH0010000403,RETAIL_SAVING,0,11-09-2009,null,null
NL52BEEH0010000404,RETAIL_CHECKING,0,11-09-2009,null,null
NL25BEEH0010000405,RETAIL_SAVING,0,11-09-2009,null,null
NL95BEEH0010000406,RETAIL_CHECKING,0,11-09-2009,null,null
NL68BEEH0010000407,RETAIL_SAVING,0,11-09-2009,null,null
NL41BEEH0010000408,RETAIL_CHECKING,0,11-09-2009,null,null
NL14BEEH0010000409,RETAIL_SAVING,0,11-09-2009,null,null
NL84BEEH0010000410,RETAIL_CHECKING,0,11-09-2009,null,null
NL57BEEH0010000411,RETAIL_SAVING,0,11-09-2009,null,null
NL30BEEH0010000412,RETAIL_CHECKING,0,11-09-2009,null,null
NL03BEEH0010000413,RETAIL_SAVING,0,11-09-2009,null,null
NL73BEEH0010000414,RETAIL_CHECKING,0,11-09-2009,null,null
NL46BEEH0010000415,RETAIL_SAVING,0,11-09-2009,null,null
NL19BEEH0010000416,RETAIL_CHECKING,0,11-09-2009,null,null
NL89BEEH0010000417,RETAIL_SAVING,0,11-09-2009,null,null
NL62BEEH0010000418,RETAIL_CHECKING,0,11-09-2009,null,null
NL35BEEH0010000419,RETAIL_SAVING,0,11-09-2009,null,null
NL08BEEH0010000420,RETAIL_CHECKING,0,11-09-2009,null,null
NL78BEEH0010000421,RETAIL_SAVING,0,11-09-2009,null,null
NL51BEEH0010000422,RETAIL_CHECKING,0,11-09-2009,null,null
NL24BEEH0010000423,RETAIL_SAVING,0,11-09-2009,null,null
NL94BEEH0010000424,RETAIL_CHECKING,0,11-09-2009,null,null
NL67BEEH0010000425,RETAIL_SAVING,0,11-09-2009,null,null
NL40BEEH0010000426,RETAIL_CHECKING,0,11-09-2009,null,null
NL13BEEH0010000427,RETAIL_SAVING,0,11-09-2009,null,null
NL83BEEH0010000428,RETAIL_CHECKING,0,11-09-2009,null,null
NL56BEEH0010000429,RETAIL_SAVING,0,11-09-2009,null,null
NL29BEEH0010000430,RETAIL_CHECKING,0,11-09-2009,null,null
NL02BEEH0010000431,RETAIL_SAVING,0,11-09-2009,null,null
NL72BEEH0010000432,RETAIL_CHECKING,0,11-09-2009,null,null
NL45BEEH0010000433,RETAIL_SAVING,0,11-09-2009,null,null
NL18BEEH0010000434,RETAIL_CHECKING,0,11-09-2009,null,null
NL88BEEH0010000435,RETAIL_SAVING,0,11-09-2009,null,null
